"orderDate";"productName";"Quantitysold";"quantityInStock";"productLine";"rang_pdts";"taux_ecoulement_stock"
"2023-11-07";"1969 Corvair Monza";46.0;691;"Classic Cars";320;0.07
"2023-11-07";"1957 Chevy Pickup";45.0;613;"Trucks and Buses";416;0.07
"2023-11-07";"1970 Dodge Coronet";44.0;407;"Classic Cars";502;0.11
"2023-11-07";"1962 Volkswagen Microbus";42.0;233;"Trucks and Buses";670;0.18
"2023-11-07";"1998 Chrysler Plymouth Prowler";42.0;472;"Classic Cars";670;0.09
"2023-11-07";"1962 LanciaA Delta 16V";40.0;679;"Classic Cars";835;0.06
"2023-11-07";"1958 Chevy Corvette Limited Edition";39.0;254;"Classic Cars";915;0.15
"2023-11-07";"1954 Greyhound Scenicruiser";38.0;287;"Trucks and Buses";997;0.13
"2023-11-07";"2001 Ferrari Enzo";38.0;362;"Classic Cars";997;0.1
"2023-11-07";"1992 Porsche Cayenne Turbo Silver";38.0;658;"Classic Cars";997;0.06
"2023-11-07";"1962 City of Detroit Streetcar";38.0;165;"Trains";997;0.23
"2023-11-07";"1969 Ford Falcon";36.0;105;"Classic Cars";1154;0.34
"2023-11-07";"1950's Chicago Surface Lines Streetcar";35.0;860;"Trains";1234;0.04
"2023-11-07";"1926 Ford Fire Engine";34.0;202;"Trucks and Buses";1301;0.17
"2023-11-07";"1996 Peterbilt 379 Stake Bed with Outrigger";34.0;81;"Trucks and Buses";1301;0.42
"2023-11-07";"1982 Camaro Z28";30.0;693;"Classic Cars";1688;0.04
"2023-11-07";"1964 Mercedes Tour Bus";29.0;826;"Trucks and Buses";1763;0.04
"2023-11-07";"1970 Triumph Spitfire";29.0;555;"Classic Cars";1763;0.05
"2023-11-07";"1940s Ford truck";28.0;313;"Trucks and Buses";1857;0.09
"2023-11-07";"Diamond T620 Semi-Skirted Tanker";28.0;102;"Trucks and Buses";1857;0.27
"2023-11-07";"1980’s GM Manhattan Express";27.0;510;"Trucks and Buses";1935;0.05
"2023-11-07";"1992 Ferrari 360 Spider red";25.0;835;"Classic Cars";2119;0.03
"2023-11-07";"Collectable Wooden Train";23.0;645;"Trains";2296;0.04
"2023-11-07";"The Mayflower";23.0;74;"Ships";2296;0.31
"2023-11-07";"1958 Setra Bus";21.0;158;"Trucks and Buses";2458;0.13
"2023-11-07";"1903 Ford Model A";20.0;391;"Vintage Cars";2556;0.05
"2023-11-14";"The Schooner Bluenose";41.0;190;"Ships";743;0.22
"2023-11-14";"Pont Yacht";40.0;41;"Ships";835;0.98
"2023-11-14";"The Queen Mary";37.0;509;"Ships";1082;0.07
"2023-11-14";"1904 Buick Runabout";36.0;829;"Vintage Cars";1154;0.04
"2023-11-14";"18th century schooner";35.0;190;"Ships";1234;0.18
"2023-11-14";"The Titanic";31.0;196;"Ships";1589;0.16
"2023-11-14";"1912 Ford Model T Delivery Wagon";24.0;917;"Vintage Cars";2211;0.03
"2023-11-17";"The USS Constitution Ship";48.0;708;"Ships";163;0.07
"2023-11-17";"F/A 18 Hornet 1/72";48.0;55;"Planes";163;0.87
"2023-11-17";"2001 Ferrari Enzo";48.0;362;"Classic Cars";163;0.13
"2023-11-17";"1941 Chevrolet Special Deluxe Cabriolet";47.0;238;"Vintage Cars";256;0.2
"2023-11-17";"1937 Horch 930V Limousine";47.0;290;"Vintage Cars";256;0.16
"2023-11-17";"1969 Corvair Monza";47.0;691;"Classic Cars";256;0.07
"2023-11-17";"HMS Bounty";45.0;350;"Ships";416;0.13
"2023-11-17";"American Airlines: MD-11S";44.0;882;"Planes";502;0.05
"2023-11-17";"1980’s GM Manhattan Express";42.0;510;"Trucks and Buses";670;0.08
"2023-11-17";"1936 Chrysler Airflow";39.0;471;"Vintage Cars";915;0.08
"2023-11-17";"1962 Volkswagen Microbus";37.0;233;"Trucks and Buses";1082;0.16
"2023-11-17";"1900s Vintage Bi-Plane";34.0;594;"Planes";1301;0.06
"2023-11-17";"1930 Buick Marquette Phaeton";34.0;706;"Vintage Cars";1301;0.05
"2023-11-17";"American Airlines: B767-300";34.0;584;"Planes";1301;0.06
"2023-11-17";"Boeing X-32A JSF";34.0;486;"Planes";1301;0.07
"2023-11-17";"1972 Alfa Romeo GTA";33.0;325;"Classic Cars";1409;0.1
"2023-11-17";"1982 Camaro Z28";32.0;693;"Classic Cars";1503;0.05
"2023-11-17";"1996 Peterbilt 379 Stake Bed with Outrigger";31.0;81;"Trucks and Buses";1589;0.38
"2023-11-17";"Corsair F4U ( Bird Cage)";30.0;681;"Planes";1688;0.04
"2023-11-17";"1939 Cadillac Limousine";29.0;665;"Vintage Cars";1763;0.04
"2023-11-17";"1980s Black Hawk Helicopter";27.0;533;"Planes";1935;0.05
"2023-11-17";"1928 British Royal Navy Airplane";25.0;363;"Planes";2119;0.07
"2023-11-17";"1940 Ford Delivery Sedan";25.0;662;"Vintage Cars";2119;0.04
"2023-11-17";"1928 Ford Phaeton Deluxe";24.0;14;"Vintage Cars";2211;1.71
"2023-11-17";"America West Airlines B757-200";23.0;965;"Planes";2296;0.02
"2023-11-17";"1999 Yamaha Speed Boat";21.0;426;"Ships";2458;0.05
"2023-11-18";"ATA: B757-300";50.0;711;"Planes";12;0.07
"2023-11-18";"1997 BMW R 1100 S";48.0;700;"Motorcycles";163;0.07
"2023-11-18";"1997 BMW F650 ST";47.0;18;"Motorcycles";256;2.61
"2023-11-18";"1969 Harley Davidson Ultimate Chopper";46.0;793;"Motorcycles";320;0.06
"2023-11-18";"1996 Moto Guzzi 1100i";45.0;663;"Motorcycles";416;0.07
"2023-11-18";"1936 Harley Davidson El Knucklehead";42.0;436;"Motorcycles";670;0.1
"2023-11-18";"2003 Harley-Davidson Eagle Drag Bike";37.0;558;"Motorcycles";1082;0.07
"2023-11-18";"1900s Vintage Tri-Plane";35.0;276;"Planes";1234;0.13
"2023-11-18";"P-51-D Mustang";31.0;99;"Planes";1589;0.31
"2023-11-18";"1960 BSA Gold Star DBD34";26.0;2;"Motorcycles";2031;13.0
"2023-11-19";"1969 Dodge Super Bee";46.0;192;"Classic Cars";320;0.24
"2023-11-19";"1957 Corvette Convertible";45.0;125;"Classic Cars";416;0.36
"2023-11-19";"2002 Yamaha YZR M1";45.0;60;"Motorcycles";416;0.75
"2023-11-19";"1957 Vespa GS150";44.0;769;"Motorcycles";502;0.06
"2023-11-19";"1961 Chevrolet Impala";43.0;787;"Classic Cars";589;0.05
"2023-11-19";"1970 Plymouth Hemi Cuda";38.0;566;"Classic Cars";997;0.07
"2023-11-19";"1968 Dodge Charger";35.0;912;"Classic Cars";1234;0.04
"2023-11-19";"1982 Ducati 900 Monster";31.0;684;"Motorcycles";1589;0.05
"2023-11-19";"1968 Ford Mustang";31.0;7;"Classic Cars";1589;4.43
"2023-11-19";"2002 Suzuki XREO";30.0;1000;"Motorcycles";1688;0.03
"2023-11-19";"1982 Ducati 996 R";29.0;924;"Motorcycles";1763;0.03
"2023-11-19";"1971 Alpine Renault 1600s";26.0;800;"Classic Cars";2031;0.03
"2023-11-19";"1976 Ford Gran Torino";25.0;913;"Classic Cars";2119;0.03
"2023-11-19";"1974 Ducati 350 Mk3 Desmo";22.0;334;"Motorcycles";2370;0.07
"2023-11-20";"1932 Model A Ford J-Coupe";50.0;935;"Vintage Cars";12;0.05
"2023-11-20";"1966 Shelby Cobra 427 S/C";48.0;820;"Classic Cars";163;0.06
"2023-11-20";"18th Century Vintage Horse Carriage";48.0;599;"Vintage Cars";163;0.08
"2023-11-20";"1962 LanciaA Delta 16V";46.0;679;"Classic Cars";320;0.07
"2023-11-20";"1965 Aston Martin DB5";44.0;904;"Classic Cars";502;0.05
"2023-11-20";"1937 Lincoln Berline";43.0;869;"Vintage Cars";589;0.05
"2023-11-20";"1993 Mazda RX-7";41.0;398;"Classic Cars";743;0.1
"2023-11-20";"1936 Mercedes-Benz 500K Special Roadster";41.0;864;"Vintage Cars";743;0.05
"2023-11-20";"1934 Ford V8 Coupe";41.0;565;"Vintage Cars";743;0.07
"2023-11-20";"1952 Alpine Renault 1300";40.0;731;"Classic Cars";835;0.05
"2023-11-20";"1969 Chevrolet Camaro Z28";39.0;470;"Classic Cars";915;0.08
"2023-11-20";"1948 Porsche 356-A Roadster";37.0;883;"Classic Cars";1082;0.04
"2023-11-20";"1982 Lamborghini Diablo";37.0;772;"Classic Cars";1082;0.05
"2023-11-20";"1928 Mercedes-Benz SSK";36.0;55;"Vintage Cars";1154;0.65
"2023-11-20";"1926 Ford Fire Engine";35.0;202;"Trucks and Buses";1234;0.17
"2023-11-20";"1992 Ferrari 360 Spider red";33.0;835;"Classic Cars";1409;0.04
"2023-11-20";"1913 Ford Model T Speedster";33.0;419;"Vintage Cars";1409;0.08
"2023-11-20";"1970 Chevy Chevelle SS 454";30.0;101;"Classic Cars";1688;0.3
"2023-11-20";"1949 Jaguar XK 120";30.0;235;"Classic Cars";1688;0.13
"2023-11-20";"1938 Cadillac V-16 Presidential Limousine";30.0;285;"Vintage Cars";1688;0.11
"2023-11-20";"1948 Porsche Type 356 Roadster";28.0;899;"Classic Cars";1857;0.03
"2023-11-20";"1999 Indy 500 Monte Carlo SS";27.0;816;"Classic Cars";1935;0.03
"2023-11-20";"1958 Setra Bus";27.0;158;"Trucks and Buses";1935;0.17
"2023-11-20";"1956 Porsche 356A Coupe";26.0;660;"Classic Cars";2031;0.04
"2023-11-20";"1995 Honda Civic";25.0;977;"Classic Cars";2119;0.03
"2023-11-20";"1969 Dodge Charger";24.0;732;"Classic Cars";2211;0.03
"2023-11-20";"1940 Ford Pickup Truck";22.0;261;"Trucks and Buses";2370;0.08
"2023-11-20";"2002 Chevy Corvette";21.0;945;"Classic Cars";2458;0.02
"2023-11-20";"1939 Chevrolet Deluxe Coupe";20.0;733;"Vintage Cars";2556;0.03
"2023-11-21";"1970 Triumph Spitfire";49.0;555;"Classic Cars";77;0.09
"2023-11-21";"1996 Peterbilt 379 Stake Bed with Outrigger";48.0;81;"Trucks and Buses";163;0.59
"2023-11-21";"1940s Ford truck";47.0;313;"Trucks and Buses";256;0.15
"2023-11-21";"1998 Chrysler Plymouth Prowler";47.0;472;"Classic Cars";256;0.1
"2023-11-21";"1972 Alfa Romeo GTA";47.0;325;"Classic Cars";256;0.14
"2023-11-21";"1992 Porsche Cayenne Turbo Silver";44.0;658;"Classic Cars";502;0.07
"2023-11-21";"1962 City of Detroit Streetcar";44.0;165;"Trains";502;0.27
"2023-11-21";"2001 Ferrari Enzo";42.0;362;"Classic Cars";670;0.12
"2023-11-21";"1939 Cadillac Limousine";38.0;665;"Vintage Cars";997;0.06
"2023-11-21";"1954 Greyhound Scenicruiser";38.0;287;"Trucks and Buses";997;0.13
"2023-11-21";"Diamond T620 Semi-Skirted Tanker";38.0;102;"Trucks and Buses";997;0.37
"2023-11-21";"1982 Camaro Z28";34.0;693;"Classic Cars";1301;0.05
"2023-11-21";"1917 Maxwell Touring Car";33.0;791;"Vintage Cars";1409;0.04
"2023-11-21";"1964 Mercedes Tour Bus";33.0;826;"Trucks and Buses";1409;0.04
"2023-11-21";"1936 Chrysler Airflow";33.0;471;"Vintage Cars";1409;0.07
"2023-11-21";"1962 Volkswagen Microbus";31.0;233;"Trucks and Buses";1589;0.13
"2023-11-21";"1958 Chevy Corvette Limited Edition";30.0;254;"Classic Cars";1688;0.12
"2023-11-21";"1950's Chicago Surface Lines Streetcar";28.0;860;"Trains";1857;0.03
"2023-11-21";"1969 Corvair Monza";27.0;691;"Classic Cars";1935;0.04
"2023-11-21";"1992 Ferrari 360 Spider red";27.0;835;"Classic Cars";1935;0.03
"2023-11-21";"1957 Chevy Pickup";26.0;613;"Trucks and Buses";2031;0.04
"2023-11-21";"1970 Dodge Coronet";25.0;407;"Classic Cars";2119;0.06
"2023-11-21";"1969 Ford Falcon";24.0;105;"Classic Cars";2211;0.23
"2023-11-21";"1903 Ford Model A";24.0;391;"Vintage Cars";2211;0.06
"2023-11-21";"1980’s GM Manhattan Express";20.0;510;"Trucks and Buses";2556;0.04
"2023-11-25";"1904 Buick Runabout";50.0;829;"Vintage Cars";12;0.06
"2023-11-25";"18th century schooner";41.0;190;"Ships";743;0.22
"2023-11-25";"1912 Ford Model T Delivery Wagon";41.0;917;"Vintage Cars";743;0.04
"2023-11-25";"The Schooner Bluenose";39.0;190;"Ships";915;0.21
"2023-11-25";"Collectable Wooden Train";32.0;645;"Trains";1503;0.05
"2023-11-25";"1940 Ford Delivery Sedan";20.0;662;"Vintage Cars";2556;0.03
"2023-11-26";"P-51-D Mustang";45.0;99;"Planes";416;0.45
"2023-11-26";"The Titanic";43.0;196;"Ships";589;0.22
"2023-11-26";"The Queen Mary";37.0;509;"Ships";1082;0.07
"2023-11-26";"Pont Yacht";37.0;41;"Ships";1082;0.9
"2023-11-26";"1980s Black Hawk Helicopter";25.0;533;"Planes";2119;0.05
"2023-11-26";"1999 Yamaha Speed Boat";25.0;426;"Ships";2119;0.06
"2023-11-26";"The USS Constitution Ship";21.0;708;"Ships";2458;0.03
"2023-11-26";"The Mayflower";20.0;74;"Ships";2556;0.27
"2023-11-28";"1900s Vintage Bi-Plane";48.0;594;"Planes";163;0.08
"2023-11-28";"1928 British Royal Navy Airplane";47.0;363;"Planes";256;0.13
"2023-11-28";"1900s Vintage Tri-Plane";43.0;276;"Planes";589;0.16
"2023-11-28";"HMS Bounty";41.0;350;"Ships";743;0.12
"2023-11-28";"American Airlines: MD-11S";39.0;882;"Planes";915;0.04
"2023-11-28";"America West Airlines B757-200";37.0;965;"Planes";1082;0.04
"2023-11-28";"Corsair F4U ( Bird Cage)";35.0;681;"Planes";1234;0.05
"2023-11-28";"1941 Chevrolet Special Deluxe Cabriolet";34.0;238;"Vintage Cars";1301;0.14
"2023-11-28";"1930 Buick Marquette Phaeton";34.0;706;"Vintage Cars";1301;0.05
"2023-11-28";"ATA: B757-300";33.0;711;"Planes";1409;0.05
"2023-11-28";"F/A 18 Hornet 1/72";33.0;55;"Planes";1409;0.6
"2023-11-28";"American Airlines: B767-300";27.0;584;"Planes";1935;0.05
"2023-11-28";"1928 Ford Phaeton Deluxe";24.0;14;"Vintage Cars";2211;1.71
"2023-11-28";"1937 Horch 930V Limousine";20.0;290;"Vintage Cars";2556;0.07
"2023-12-01";"1968 Dodge Charger";46.0;912;"Classic Cars";320;0.05
"2023-12-01";"1997 BMW F650 ST";45.0;18;"Motorcycles";416;2.5
"2023-12-01";"Boeing X-32A JSF";44.0;486;"Planes";502;0.09
"2023-12-01";"1969 Harley Davidson Ultimate Chopper";42.0;793;"Motorcycles";670;0.05
"2023-12-01";"1968 Ford Mustang";41.0;7;"Classic Cars";743;5.86
"2023-12-01";"1969 Dodge Charger";39.0;732;"Classic Cars";915;0.05
"2023-12-01";"1936 Harley Davidson El Knucklehead";38.0;436;"Motorcycles";997;0.09
"2023-12-01";"1969 Dodge Super Bee";38.0;192;"Classic Cars";997;0.2
"2023-12-01";"1960 BSA Gold Star DBD34";37.0;2;"Motorcycles";1082;18.5
"2023-12-01";"1970 Plymouth Hemi Cuda";33.0;566;"Classic Cars";1409;0.06
"2023-12-01";"1997 BMW R 1100 S";30.0;700;"Motorcycles";1688;0.04
"2023-12-01";"1948 Porsche 356-A Roadster";29.0;883;"Classic Cars";1763;0.03
"2023-12-01";"2003 Harley-Davidson Eagle Drag Bike";26.0;558;"Motorcycles";2031;0.05
"2023-12-01";"2002 Suzuki XREO";24.0;1000;"Motorcycles";2211;0.02
"2023-12-01";"1996 Moto Guzzi 1100i";20.0;663;"Motorcycles";2556;0.03
"2023-12-02";"1957 Corvette Convertible";50.0;125;"Classic Cars";12;0.4
"2023-12-02";"1982 Ducati 900 Monster";42.0;684;"Motorcycles";670;0.06
"2023-12-02";"1976 Ford Gran Torino";37.0;913;"Classic Cars";1082;0.04
"2023-12-02";"1957 Vespa GS150";29.0;769;"Motorcycles";1763;0.04
"2023-12-03";"1932 Alfa Romeo 8C2300 Spider Sport";50.0;655;"Vintage Cars";12;0.08
"2023-12-03";"1993 Mazda RX-7";46.0;398;"Classic Cars";320;0.12
"2023-12-03";"1937 Lincoln Berline";46.0;869;"Vintage Cars";320;0.05
"2023-12-03";"1939 Chevrolet Deluxe Coupe";45.0;733;"Vintage Cars";416;0.06
"2023-12-03";"1969 Chevrolet Camaro Z28";45.0;470;"Classic Cars";416;0.1
"2023-12-03";"1965 Aston Martin DB5";44.0;904;"Classic Cars";502;0.05
"2023-12-03";"1917 Grand Touring Sedan";44.0;272;"Vintage Cars";502;0.16
"2023-12-03";"1952 Citroen-15CV";44.0;145;"Classic Cars";502;0.3
"2023-12-03";"1961 Chevrolet Impala";41.0;787;"Classic Cars";743;0.05
"2023-12-03";"1936 Mercedes Benz 500k Roadster";41.0;208;"Vintage Cars";743;0.2
"2023-12-03";"18th Century Vintage Horse Carriage";40.0;599;"Vintage Cars";835;0.07
"2023-12-03";"1949 Jaguar XK 120";39.0;235;"Classic Cars";915;0.17
"2023-12-03";"1911 Ford Town Car";38.0;54;"Vintage Cars";997;0.7
"2023-12-03";"1932 Model A Ford J-Coupe";35.0;935;"Vintage Cars";1234;0.04
"2023-12-03";"1974 Ducati 350 Mk3 Desmo";32.0;334;"Motorcycles";1503;0.1
"2023-12-03";"2002 Chevy Corvette";31.0;945;"Classic Cars";1589;0.03
"2023-12-03";"1995 Honda Civic";30.0;977;"Classic Cars";1688;0.03
"2023-12-03";"1982 Ducati 996 R";28.0;924;"Motorcycles";1857;0.03
"2023-12-03";"1992 Ferrari 360 Spider red";27.0;835;"Classic Cars";1935;0.03
"2023-12-03";"1982 Lamborghini Diablo";27.0;772;"Classic Cars";1935;0.03
"2023-12-03";"1936 Mercedes-Benz 500K Special Roadster";27.0;864;"Vintage Cars";1935;0.03
"2023-12-03";"1999 Indy 500 Monte Carlo SS";26.0;816;"Classic Cars";2031;0.03
"2023-12-03";"1948 Porsche Type 356 Roadster";26.0;899;"Classic Cars";2031;0.03
"2023-12-03";"1934 Ford V8 Coupe";26.0;565;"Vintage Cars";2031;0.05
"2023-12-03";"1938 Cadillac V-16 Presidential Limousine";26.0;285;"Vintage Cars";2031;0.09
"2023-12-03";"1971 Alpine Renault 1600s";25.0;800;"Classic Cars";2119;0.03
"2023-12-03";"1928 Mercedes-Benz SSK";24.0;55;"Vintage Cars";2211;0.44
"2023-12-03";"1970 Chevy Chevelle SS 454";23.0;101;"Classic Cars";2296;0.23
"2023-12-03";"1956 Porsche 356A Coupe";21.0;660;"Classic Cars";2458;0.03
"2023-12-03";"1957 Ford Thunderbird";21.0;321;"Classic Cars";2458;0.07
"2023-12-03";"2002 Yamaha YZR M1";20.0;60;"Motorcycles";2556;0.33
"2023-12-03";"1966 Shelby Cobra 427 S/C";20.0;820;"Classic Cars";2556;0.02
"2023-12-04";"1917 Maxwell Touring Car";46.0;791;"Vintage Cars";320;0.06
"2023-12-04";"1936 Chrysler Airflow";39.0;471;"Vintage Cars";915;0.08
"2023-12-04";"1958 Setra Bus";33.0;158;"Trucks and Buses";1409;0.21
"2023-12-04";"1996 Peterbilt 379 Stake Bed with Outrigger";33.0;81;"Trucks and Buses";1409;0.41
"2023-12-04";"1913 Ford Model T Speedster";31.0;419;"Vintage Cars";1589;0.07
"2023-12-04";"1940 Ford Pickup Truck";29.0;261;"Trucks and Buses";1763;0.11
"2023-12-04";"1952 Alpine Renault 1300";26.0;731;"Classic Cars";2031;0.04
"2023-12-04";"1939 Cadillac Limousine";24.0;665;"Vintage Cars";2211;0.04
"2023-12-05";"1940s Ford truck";49.0;313;"Trucks and Buses";77;0.16
"2023-12-05";"1964 Mercedes Tour Bus";46.0;826;"Trucks and Buses";320;0.06
"2023-12-05";"1980’s GM Manhattan Express";44.0;510;"Trucks and Buses";502;0.09
"2023-12-05";"1962 Volkswagen Microbus";42.0;233;"Trucks and Buses";670;0.18
"2023-12-05";"1954 Greyhound Scenicruiser";40.0;287;"Trucks and Buses";835;0.14
"2023-12-05";"1926 Ford Fire Engine";34.0;202;"Trucks and Buses";1301;0.17
"2023-12-05";"1958 Chevy Corvette Limited Edition";33.0;254;"Classic Cars";1409;0.13
"2023-12-05";"1962 LanciaA Delta 16V";26.0;679;"Classic Cars";2031;0.04
"2023-12-05";"1992 Ferrari 360 Spider red";20.0;835;"Classic Cars";2556;0.02
"2023-12-06";"1969 Ford Falcon";49.0;105;"Classic Cars";77;0.47
"2023-12-06";"1998 Chrysler Plymouth Prowler";49.0;472;"Classic Cars";77;0.1
"2023-12-06";"1903 Ford Model A";48.0;391;"Vintage Cars";163;0.12
"2023-12-06";"1982 Camaro Z28";46.0;693;"Classic Cars";320;0.07
"2023-12-06";"1970 Dodge Coronet";45.0;407;"Classic Cars";416;0.11
"2023-12-06";"1957 Chevy Pickup";38.0;613;"Trucks and Buses";997;0.06
"2023-12-06";"2001 Ferrari Enzo";33.0;362;"Classic Cars";1409;0.09
"2023-12-06";"1969 Corvair Monza";33.0;691;"Classic Cars";1409;0.05
"2023-12-06";"1992 Porsche Cayenne Turbo Silver";31.0;658;"Classic Cars";1589;0.05
"2023-12-06";"1950's Chicago Surface Lines Streetcar";31.0;860;"Trains";1589;0.04
"2023-12-06";"Diamond T620 Semi-Skirted Tanker";23.0;102;"Trucks and Buses";2296;0.23
"2023-12-06";"Collectable Wooden Train";21.0;645;"Trains";2458;0.03
"2023-12-07";"Pont Yacht";42.0;41;"Ships";670;1.02
"2023-12-07";"1970 Triumph Spitfire";36.0;555;"Classic Cars";1154;0.06
"2023-12-07";"The Mayflower";36.0;74;"Ships";1154;0.49
"2023-12-07";"The Queen Mary";36.0;509;"Ships";1154;0.07
"2023-12-07";"The Titanic";31.0;196;"Ships";1589;0.16
"2023-12-07";"1904 Buick Runabout";29.0;829;"Vintage Cars";1763;0.03
"2023-12-07";"18th century schooner";29.0;190;"Ships";1763;0.15
"2023-12-07";"1972 Alfa Romeo GTA";25.0;325;"Classic Cars";2119;0.08
"2023-12-07";"1962 City of Detroit Streetcar";21.0;165;"Trains";2458;0.13
"2023-12-08";"1941 Chevrolet Special Deluxe Cabriolet";45.0;238;"Vintage Cars";416;0.19
"2023-12-08";"1980s Black Hawk Helicopter";41.0;533;"Planes";743;0.08
"2023-12-08";"1999 Yamaha Speed Boat";28.0;426;"Ships";1857;0.07
"2023-12-09";"1900s Vintage Bi-Plane";55.0;594;"Planes";2;0.09
"2023-12-09";"1912 Ford Model T Delivery Wagon";55.0;917;"Vintage Cars";2;0.06
"2023-12-09";"HMS Bounty";55.0;350;"Ships";2;0.16
"2023-12-09";"The USS Constitution Ship";50.0;708;"Ships";12;0.07
"2023-12-09";"American Airlines: MD-11S";50.0;882;"Planes";12;0.06
"2023-12-09";"Corsair F4U ( Bird Cage)";45.0;681;"Planes";416;0.07
"2023-12-09";"1940 Ford Delivery Sedan";42.0;662;"Vintage Cars";670;0.06
"2023-12-09";"1996 Moto Guzzi 1100i";40.0;663;"Motorcycles";835;0.06
"2023-12-09";"2003 Harley-Davidson Eagle Drag Bike";39.0;558;"Motorcycles";915;0.07
"2023-12-09";"1936 Harley Davidson El Knucklehead";30.0;436;"Motorcycles";1688;0.07
"2023-12-09";"1937 Horch 930V Limousine";29.0;290;"Vintage Cars";1763;0.1
"2023-12-09";"P-51-D Mustang";27.0;99;"Planes";1935;0.27
"2023-12-09";"1997 BMW R 1100 S";27.0;700;"Motorcycles";1935;0.04
"2023-12-09";"Boeing X-32A JSF";27.0;486;"Planes";1935;0.06
"2023-12-09";"The Schooner Bluenose";22.0;190;"Ships";2370;0.12
"2023-12-09";"1928 British Royal Navy Airplane";21.0;363;"Planes";2458;0.06
"2023-12-10";"1960 BSA Gold Star DBD34";55.0;2;"Motorcycles";2;27.5
"2023-12-10";"1997 BMW F650 ST";55.0;18;"Motorcycles";2;3.06
"2023-12-10";"America West Airlines B757-200";55.0;965;"Planes";2;0.06
"2023-12-10";"2002 Suzuki XREO";55.0;1000;"Motorcycles";2;0.06
"2023-12-10";"1969 Dodge Charger";55.0;732;"Classic Cars";2;0.08
"2023-12-10";"1948 Porsche 356-A Roadster";55.0;883;"Classic Cars";2;0.06
"2023-12-10";"1976 Ford Gran Torino";55.0;913;"Classic Cars";2;0.06
"2023-12-10";"1971 Alpine Renault 1600s";48.0;800;"Classic Cars";163;0.06
"2023-12-10";"1968 Ford Mustang";45.0;7;"Classic Cars";416;6.43
"2023-12-10";"1968 Dodge Charger";44.0;912;"Classic Cars";502;0.05
"2023-12-10";"1948 Porsche Type 356 Roadster";44.0;899;"Classic Cars";502;0.05
"2023-12-10";"1956 Porsche 356A Coupe";42.0;660;"Classic Cars";670;0.06
"2023-12-10";"1969 Harley Davidson Ultimate Chopper";41.0;793;"Motorcycles";743;0.05
"2023-12-10";"1900s Vintage Tri-Plane";40.0;276;"Planes";835;0.14
"2023-12-10";"1930 Buick Marquette Phaeton";40.0;706;"Vintage Cars";835;0.06
"2023-12-10";"1993 Mazda RX-7";40.0;398;"Classic Cars";835;0.1
"2023-12-10";"1928 Ford Phaeton Deluxe";39.0;14;"Vintage Cars";915;2.79
"2023-12-10";"1982 Lamborghini Diablo";39.0;772;"Classic Cars";915;0.05
"2023-12-10";"2002 Yamaha YZR M1";38.0;60;"Motorcycles";997;0.63
"2023-12-10";"1957 Corvette Convertible";38.0;125;"Classic Cars";997;0.3
"2023-12-10";"1970 Plymouth Hemi Cuda";36.0;566;"Classic Cars";1154;0.06
"2023-12-10";"1965 Aston Martin DB5";36.0;904;"Classic Cars";1154;0.04
"2023-12-10";"F/A 18 Hornet 1/72";34.0;55;"Planes";1301;0.62
"2023-12-10";"1982 Ducati 900 Monster";32.0;684;"Motorcycles";1503;0.05
"2023-12-10";"1974 Ducati 350 Mk3 Desmo";31.0;334;"Motorcycles";1589;0.09
"2023-12-10";"American Airlines: B767-300";30.0;584;"Planes";1688;0.05
"2023-12-10";"1992 Ferrari 360 Spider red";30.0;835;"Classic Cars";1688;0.04
"2023-12-10";"1961 Chevrolet Impala";30.0;787;"Classic Cars";1688;0.04
"2023-12-10";"ATA: B757-300";29.0;711;"Planes";1763;0.04
"2023-12-10";"1982 Ducati 996 R";29.0;924;"Motorcycles";1763;0.03
"2023-12-10";"1966 Shelby Cobra 427 S/C";27.0;820;"Classic Cars";1935;0.03
"2023-12-10";"1957 Vespa GS150";26.0;769;"Motorcycles";2031;0.03
"2023-12-10";"1969 Dodge Super Bee";25.0;192;"Classic Cars";2119;0.13
"2023-12-10";"1999 Indy 500 Monte Carlo SS";25.0;816;"Classic Cars";2119;0.03
"2023-12-10";"1995 Honda Civic";22.0;977;"Classic Cars";2370;0.02
"2023-12-11";"1917 Grand Touring Sedan";45.0;272;"Vintage Cars";416;0.17
"2023-12-11";"1938 Cadillac V-16 Presidential Limousine";43.0;285;"Vintage Cars";589;0.15
"2023-12-11";"1911 Ford Town Car";40.0;54;"Vintage Cars";835;0.74
"2023-12-11";"1932 Model A Ford J-Coupe";30.0;935;"Vintage Cars";1688;0.03
"2023-12-11";"1970 Chevy Chevelle SS 454";29.0;101;"Classic Cars";1763;0.29
"2023-12-11";"1957 Ford Thunderbird";26.0;321;"Classic Cars";2031;0.08
"2023-12-11";"1932 Alfa Romeo 8C2300 Spider Sport";21.0;655;"Vintage Cars";2458;0.03
"2023-12-11";"1939 Chevrolet Deluxe Coupe";20.0;733;"Vintage Cars";2556;0.03
"2023-12-15";"1926 Ford Fire Engine";50.0;202;"Trucks and Buses";12;0.25
"2023-12-15";"1913 Ford Model T Speedster";48.0;419;"Vintage Cars";163;0.11
"2023-12-15";"18th Century Vintage Horse Carriage";45.0;599;"Vintage Cars";416;0.08
"2023-12-15";"1940s Ford truck";45.0;313;"Trucks and Buses";416;0.14
